,Computers available,Departed wait queue,Patrons today,Patrons_waiting 1,Patrons_waiting 10,Patrons_waiting 2,Patrons_waiting 3,Patrons_waiting 4,Patrons_waiting 5,Patrons_waiting 6,Patrons_waiting 7,Patrons_waiting 8,Patrons_waiting 9,Utilization 1,Utilization 10,Utilization 2,Utilization 3,Utilization 4,Utilization 5,Utilization 6,Utilization 7,Utilization 8,Utilization 9,max wait duration,median wait duration,min wait duration,Inventory qty
100,141,38,552,0,112,0,0,0,4,82,138,148,137,0.10638297872340426,1.0,0.14893617021276595,0.23404255319148937,0.5886524822695035,1.0,0.9929078014184397,1.0,0.9929078014184397,0.9929078014184397,88.0,8.0,0.0,150
101,139,74,525,0,39,0,0,0,3,86,111,88,71,0.1079136690647482,1.0,0.1223021582733813,0.3237410071942446,0.6618705035971223,0.9928057553956835,1.0,1.0,1.0,1.0,86.0,15.0,0.0,150
102,141,46,519,0,66,0,0,0,0,67,110,118,92,0.07801418439716312,0.9929078014184397,0.19858156028368795,0.24822695035460993,0.5319148936170213,0.9432624113475178,1.0,1.0,0.9929078014184397,1.0,84.0,2.0,0.0,150
103,141,43,491,0,55,0,0,0,0,58,110,88,65,0.10638297872340426,0.9078014184397163,0.15602836879432624,0.2553191489361702,0.5319148936170213,0.8368794326241135,1.0,1.0,1.0,0.9929078014184397,86.0,0.0,0.0,150
104,140,31,525,0,89,0,0,0,0,85,131,103,98,0.08571428571428572,0.9,0.15,0.2,0.5,0.9285714285714286,0.9928571428571429,0.9928571428571429,1.0,0.9928571428571429,81.0,8.0,0.0,150
105,141,41,506,0,62,0,0,0,0,40,110,95,76,0.09219858156028368,0.9078014184397163,0.10638297872340426,0.19858156028368795,0.49645390070921985,0.7446808510638298,0.9929078014184397,0.9929078014184397,1.0,1.0,88.0,0.5,0.0,150
106,140,43,534,0,97,0,0,0,0,65,143,128,109,0.1357142857142857,0.9071428571428571,0.25,0.2857142857142857,0.6928571428571428,0.9357142857142857,1.0,0.9928571428571429,0.9928571428571429,0.9928571428571429,85.0,5.0,0.0,150
107,140,33,524,0,71,0,0,0,0,55,136,96,72,0.10714285714285714,0.8428571428571429,0.14285714285714285,0.15714285714285714,0.45714285714285713,0.7571428571428571,1.0,0.9928571428571429,1.0,1.0,86.0,4.5,0.0,150
108,142,63,566,0,77,0,0,0,6,91,133,106,94,0.08450704225352113,0.9295774647887324,0.21830985915492956,0.2887323943661972,0.6830985915492958,0.9929577464788732,1.0,0.9929577464788732,0.9929577464788732,1.0,82.0,17.5,0.0,150
109,142,30,509,0,78,0,0,0,0,55,91,86,95,0.1056338028169014,0.9225352112676056,0.15492957746478872,0.2676056338028169,0.5140845070422535,0.852112676056338,0.9929577464788732,1.0,1.0,0.9929577464788732,85.0,1.0,0.0,150
110,141,71,547,0,55,0,0,0,7,99,133,91,61,0.0851063829787234,0.9290780141843972,0.22695035460992907,0.24822695035460993,0.6028368794326241,0.9929078014184397,0.9929078014184397,0.9929078014184397,1.0,0.9929078014184397,84.0,9.0,0.0,150
111,140,21,499,0,85,0,0,0,0,58,104,99,89,0.14285714285714285,0.85,0.16428571428571428,0.20714285714285716,0.5142857142857142,0.9214285714285714,0.9928571428571429,1.0,1.0,1.0,89.0,0.0,0.0,150
112,141,73,508,0,57,0,0,0,0,75,133,107,69,0.05673758865248227,0.900709219858156,0.1276595744680851,0.2127659574468085,0.5886524822695035,0.9148936170212766,0.9929078014184397,1.0,0.9929078014184397,1.0,89.0,8.0,0.0,150
113,139,52,495,0,42,0,0,0,0,56,116,79,60,0.09352517985611511,0.9640287769784173,0.1079136690647482,0.2158273381294964,0.5179856115107914,0.762589928057554,0.9928057553956835,0.9928057553956835,0.9928057553956835,0.9928057553956835,88.0,5.0,0.0,150
114,140,54,549,0,50,0,0,0,6,88,125,102,75,0.16428571428571428,0.9785714285714285,0.24285714285714285,0.2714285714285714,0.6785714285714286,1.0,0.9928571428571429,0.9928571428571429,0.9928571428571429,1.0,88.0,11.0,0.0,150
115,139,60,539,0,40,0,0,0,1,83,141,92,62,0.1079136690647482,0.9712230215827338,0.14388489208633093,0.2014388489208633,0.60431654676259,0.9928057553956835,1.0,0.9928057553956835,1.0,0.9928057553956835,88.0,7.0,0.0,150
116,140,30,553,0,131,0,0,0,0,91,167,145,145,0.12142857142857143,0.9,0.15714285714285714,0.2357142857142857,0.55,0.9714285714285714,1.0,1.0,1.0,1.0,88.0,4.0,0.0,150
117,139,25,553,0,117,0,0,0,0,93,152,142,129,0.07194244604316546,0.9064748201438849,0.15827338129496402,0.18705035971223022,0.60431654676259,0.9568345323741008,0.9928057553956835,0.9928057553956835,0.9928057553956835,1.0,89.0,6.0,0.0,150
118,140,13,498,0,79,0,0,0,0,51,90,97,84,0.1,0.85,0.16428571428571428,0.22857142857142856,0.5357142857142857,0.9,0.9928571428571429,1.0,0.9928571428571429,0.9928571428571429,81.0,0.0,0.0,150
119,140,22,520,0,89,0,0,0,0,74,129,116,105,0.10714285714285714,0.9428571428571428,0.19285714285714287,0.2785714285714286,0.7,0.9642857142857143,0.9928571428571429,1.0,0.9928571428571429,1.0,82.0,2.0,0.0,150
120,141,29,502,0,76,0,0,0,0,61,116,104,91,0.06382978723404255,0.8936170212765957,0.1702127659574468,0.1773049645390071,0.48226950354609927,0.9432624113475178,0.9929078014184397,1.0,1.0,0.9929078014184397,84.0,1.0,0.0,150
121,141,58,561,0,91,0,0,0,15,111,153,114,96,0.11347517730496454,0.8936170212765957,0.19148936170212766,0.3049645390070922,0.6950354609929078,0.9929078014184397,0.9929078014184397,0.9929078014184397,1.0,0.9929078014184397,89.0,7.0,0.0,150
122,141,49,551,0,76,0,0,0,0,82,136,114,92,0.07801418439716312,0.9574468085106383,0.16312056737588654,0.2198581560283688,0.5035460992907801,0.950354609929078,0.9929078014184397,1.0,0.9929078014184397,0.9929078014184397,86.0,8.0,0.0,150
123,141,39,518,0,57,0,0,0,0,63,126,96,73,0.09219858156028368,0.9645390070921985,0.19858156028368795,0.2907801418439716,0.6099290780141844,0.8794326241134752,1.0,0.9929078014184397,1.0,1.0,81.0,1.0,0.0,150
124,139,34,527,0,69,0,0,0,0,66,127,117,86,0.1079136690647482,0.9784172661870504,0.18705035971223022,0.23741007194244604,0.6474820143884892,0.9928057553956835,0.9928057553956835,0.9928057553956835,0.9928057553956835,1.0,83.0,3.0,0.0,150
125,141,25,521,0,92,0,0,0,0,57,119,120,100,0.11347517730496454,0.8936170212765957,0.16312056737588654,0.24822695035460993,0.5602836879432624,0.9787234042553191,0.9929078014184397,1.0,0.9929078014184397,0.9929078014184397,86.0,6.0,0.0,150
126,139,56,564,0,72,0,0,0,10,80,142,116,92,0.1079136690647482,0.935251798561151,0.17985611510791366,0.302158273381295,0.6834532374100719,1.0,0.9928057553956835,1.0,0.9928057553956835,1.0,89.0,9.0,0.0,150
127,141,72,534,0,51,0,0,0,0,50,117,100,78,0.07801418439716312,0.9361702127659575,0.1702127659574468,0.28368794326241137,0.5673758865248227,0.9148936170212766,1.0,0.9929078014184397,1.0,0.9929078014184397,88.0,6.5,0.0,150
128,141,29,534,0,105,0,0,0,0,68,142,134,114,0.12056737588652482,0.8865248226950354,0.14184397163120568,0.19858156028368795,0.45390070921985815,0.9432624113475178,1.0,0.9929078014184397,1.0,1.0,85.0,2.0,0.0,150
129,139,11,522,0,105,0,0,0,2,67,130,128,120,0.11510791366906475,0.9928057553956835,0.15827338129496402,0.2517985611510791,0.539568345323741,1.0,0.9928057553956835,1.0,1.0,1.0,44.0,1.0,0.0,150
130,140,22,531,0,91,0,0,0,0,59,128,146,127,0.14285714285714285,1.0,0.15714285714285714,0.17142857142857143,0.5928571428571429,0.9,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.9928571428571429,87.0,3.0,0.0,150
131,142,11,552,0,120,0,0,0,0,76,144,162,141,0.09859154929577464,0.9577464788732394,0.176056338028169,0.2887323943661972,0.5704225352112676,0.9366197183098591,0.9929577464788732,0.9929577464788732,0.9929577464788732,1.0,78.0,4.0,0.0,150
132,140,41,542,0,89,0,0,0,0,83,149,126,113,0.1,1.0,0.2,0.19285714285714287,0.4857142857142857,0.8642857142857143,0.9928571428571429,0.9928571428571429,1.0,0.9928571428571429,85.0,11.0,0.0,150
133,140,43,509,0,72,0,0,0,1,70,126,113,97,0.04285714285714286,0.95,0.12857142857142856,0.21428571428571427,0.6,1.0,0.9928571428571429,0.9928571428571429,1.0,0.9928571428571429,89.0,16.0,0.0,150
134,141,33,540,0,100,0,0,0,0,72,143,126,118,0.1276595744680851,0.9858156028368794,0.24113475177304963,0.2907801418439716,0.6312056737588653,0.9432624113475178,0.9929078014184397,0.9929078014184397,0.9929078014184397,0.9929078014184397,74.0,4.5,0.0,150
135,139,69,527,0,52,0,0,0,0,96,124,94,71,0.07194244604316546,0.9064748201438849,0.2014388489208633,0.2589928057553957,0.5827338129496403,0.9640287769784173,0.9928057553956835,1.0,0.9928057553956835,0.9928057553956835,88.0,14.0,0.0,150
136,139,32,517,0,79,0,0,0,0,74,125,110,97,0.07913669064748201,0.920863309352518,0.1366906474820144,0.22302158273381295,0.539568345323741,0.920863309352518,0.9928057553956835,1.0,0.9928057553956835,1.0,88.0,4.0,0.0,150
137,140,17,524,0,105,0,0,0,0,48,111,124,121,0.09285714285714286,0.9285714285714286,0.15714285714285714,0.22142857142857142,0.5428571428571428,0.8428571428571429,0.9928571428571429,1.0,0.9928571428571429,0.9928571428571429,88.0,1.0,0.0,150
138,140,26,543,0,90,0,0,0,9,85,145,140,109,0.15,0.9714285714285714,0.17142857142857143,0.36428571428571427,0.6714285714285714,1.0,1.0,0.9928571428571429,0.9928571428571429,0.9928571428571429,88.0,6.0,0.0,150
139,140,38,553,0,131,0,0,0,19,102,154,146,141,0.09285714285714286,0.9285714285714286,0.12857142857142856,0.22142857142857142,0.7,1.0,0.9928571428571429,0.9928571428571429,1.0,0.9928571428571429,78.0,9.0,0.0,150
140,141,73,528,0,30,0,0,0,0,69,108,92,68,0.09929078014184398,0.9929078014184397,0.15602836879432624,0.2907801418439716,0.5460992907801419,0.9432624113475178,1.0,1.0,1.0,1.0,81.0,3.0,0.0,150
141,139,11,531,0,126,0,0,0,0,71,140,146,126,0.08633093525179857,0.841726618705036,0.19424460431654678,0.2014388489208633,0.6187050359712231,0.8633093525179856,0.9928057553956835,1.0,1.0,1.0,63.0,1.0,0.0,150
142,140,18,562,0,138,0,0,0,16,94,156,150,141,0.16428571428571428,0.8571428571428571,0.2,0.30714285714285716,0.6857142857142857,0.9928571428571429,0.9928571428571429,1.0,0.9928571428571429,0.9928571428571429,88.0,5.0,0.0,150
143,140,31,500,0,77,0,0,0,0,60,126,107,98,0.11428571428571428,0.9857142857142858,0.12857142857142856,0.2357142857142857,0.5071428571428571,0.9142857142857143,0.9928571428571429,0.9928571428571429,1.0,1.0,88.0,1.5,0.0,150
144,140,26,525,0,91,0,0,0,0,73,124,128,119,0.11428571428571428,0.9642857142857143,0.17857142857142858,0.2571428571428571,0.55,0.8214285714285714,0.9928571428571429,0.9928571428571429,1.0,1.0,85.0,2.0,0.0,150
145,139,32,522,0,86,0,0,0,0,81,126,116,104,0.14388489208633093,0.9712230215827338,0.2446043165467626,0.31654676258992803,0.5539568345323741,0.9424460431654677,0.9928057553956835,1.0,1.0,0.9928057553956835,71.0,4.0,0.0,150
146,140,25,524,0,98,0,0,0,11,83,134,118,109,0.10714285714285714,0.8857142857142857,0.15714285714285714,0.24285714285714285,0.5285714285714286,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.9928571428571429,1.0,88.0,5.0,0.0,150
147,140,35,510,0,44,0,0,0,0,51,124,100,69,0.1357142857142857,1.0,0.10714285714285714,0.22142857142857142,0.4928571428571429,0.7857142857142857,1.0,1.0,1.0,0.9928571428571429,87.0,0.0,0.0,150
148,141,52,548,0,78,0,0,0,0,72,140,120,98,0.07092198581560284,0.9361702127659575,0.1276595744680851,0.2127659574468085,0.5886524822695035,0.8936170212765957,0.9929078014184397,1.0,1.0,1.0,88.0,1.0,0.0,150
149,141,55,523,0,39,0,0,0,0,47,107,85,66,0.11347517730496454,0.9361702127659575,0.1773049645390071,0.2907801418439716,0.5957446808510638,0.900709219858156,0.9929078014184397,1.0,0.9929078014184397,1.0,85.0,1.0,0.0,150
150,142,28,549,0,113,0,0,0,6,95,133,140,123,0.14788732394366197,0.9366197183098591,0.176056338028169,0.23943661971830985,0.5563380281690141,1.0,0.9929577464788732,0.9929577464788732,0.9929577464788732,0.9929577464788732,78.0,5.0,0.0,150
151,141,34,531,0,74,0,0,0,0,65,138,99,98,0.07092198581560284,0.9361702127659575,0.18439716312056736,0.18439716312056736,0.5177304964539007,0.8368794326241135,0.9929078014184397,0.9929078014184397,1.0,0.9929078014184397,84.0,4.0,0.0,150
152,141,37,546,0,89,0,0,0,0,83,130,118,102,0.09219858156028368,0.9078014184397163,0.22695035460992907,0.24822695035460993,0.6595744680851063,0.9929078014184397,1.0,1.0,1.0,0.9929078014184397,85.0,2.0,0.0,150
153,141,50,524,0,71,0,0,0,0,71,132,94,84,0.15602836879432624,0.9645390070921985,0.1773049645390071,0.19148936170212766,0.5319148936170213,0.9361702127659575,0.9929078014184397,1.0,1.0,1.0,89.0,4.0,0.0,150
154,139,59,518,0,51,0,0,0,0,65,119,102,75,0.10071942446043165,0.9784172661870504,0.2158273381294964,0.23741007194244604,0.45323741007194246,0.8992805755395683,1.0,1.0,1.0,0.9928057553956835,85.0,0.0,0.0,150
155,139,43,524,0,89,0,0,0,15,79,133,124,106,0.07913669064748201,0.9064748201438849,0.12949640287769784,0.2158273381294964,0.6402877697841727,0.9928057553956835,1.0,1.0,1.0,0.9928057553956835,88.0,10.0,0.0,150
156,139,0,537,0,146,0,0,0,9,69,122,143,146,0.09352517985611511,0.8273381294964028,0.23741007194244604,0.28776978417266186,0.5755395683453237,0.9928057553956835,1.0,0.9928057553956835,0.9928057553956835,0.9928057553956835,14.0,4.0,0.0,150
157,139,17,516,0,100,0,0,0,11,72,130,127,112,0.1366906474820144,0.920863309352518,0.16546762589928057,0.2733812949640288,0.6330935251798561,1.0,1.0,1.0,1.0,1.0,89.0,3.0,0.0,150
158,141,23,503,0,78,0,0,0,0,25,110,115,97,0.14184397163120568,0.9929078014184397,0.20567375886524822,0.3049645390070922,0.5815602836879432,0.9078014184397163,0.9929078014184397,0.9929078014184397,1.0,0.9929078014184397,88.0,0.0,0.0,150
159,139,77,544,0,22,0,0,0,0,79,97,78,53,0.1223021582733813,0.920863309352518,0.19424460431654678,0.35251798561151076,0.7697841726618705,0.9856115107913669,1.0,0.9928057553956835,1.0,1.0,88.0,10.0,0.0,150
160,140,26,530,0,85,0,0,0,0,59,117,123,110,0.1,0.9928571428571429,0.14285714285714285,0.22142857142857142,0.4857142857142857,0.7714285714285715,1.0,0.9928571428571429,0.9928571428571429,0.9928571428571429,88.0,3.0,0.0,150
161,141,19,533,0,109,0,0,0,0,56,116,119,117,0.0851063829787234,0.8794326241134752,0.20567375886524822,0.24113475177304963,0.524822695035461,0.900709219858156,0.9929078014184397,1.0,0.9929078014184397,0.9929078014184397,85.0,9.0,0.0,150
162,139,44,526,0,63,0,0,0,0,82,128,90,71,0.09352517985611511,0.8561151079136691,0.18705035971223022,0.23741007194244604,0.5827338129496403,0.935251798561151,0.9928057553956835,1.0,0.9928057553956835,0.9928057553956835,87.0,7.0,0.0,150
163,139,44,517,0,77,0,0,0,0,91,127,108,89,0.014388489208633094,0.8920863309352518,0.18705035971223022,0.23741007194244604,0.6187050359712231,0.9640287769784173,1.0,1.0,1.0,1.0,89.0,9.0,0.0,150
164,142,38,528,0,91,0,0,0,0,86,127,132,111,0.09154929577464789,0.9577464788732394,0.14788732394366197,0.2535211267605634,0.5070422535211268,0.9436619718309859,0.9929577464788732,0.9929577464788732,1.0,1.0,88.0,3.0,0.0,150
165,141,33,524,0,80,0,0,0,0,46,120,113,98,0.1276595744680851,0.9645390070921985,0.1773049645390071,0.2695035460992908,0.48936170212765956,0.7872340425531915,0.9929078014184397,0.9929078014184397,1.0,1.0,74.0,0.0,0.0,150
166,142,54,521,0,67,0,0,0,0,74,139,103,78,0.1267605633802817,0.9014084507042254,0.14788732394366197,0.2112676056338028,0.45774647887323944,0.8873239436619719,1.0,1.0,1.0,1.0,88.0,4.0,0.0,150
167,142,24,509,0,70,0,0,0,0,72,112,88,86,0.09859154929577464,0.9295774647887324,0.19014084507042253,0.22535211267605634,0.49295774647887325,0.8943661971830986,0.9929577464788732,1.0,0.9929577464788732,0.9929577464788732,88.0,6.0,0.0,150
168,139,74,557,0,43,0,0,0,0,88,112,83,62,0.11510791366906475,0.9928057553956835,0.20863309352517986,0.28776978417266186,0.60431654676259,1.0,0.9928057553956835,1.0,1.0,1.0,86.0,7.0,0.0,150
169,140,30,508,0,31,0,0,0,0,41,102,71,48,0.10714285714285714,0.9142857142857143,0.15,0.25,0.5142857142857142,0.7785714285714286,1.0,1.0,1.0,1.0,89.0,0.0,0.0,150
170,141,51,503,0,53,0,0,0,0,66,110,91,67,0.0851063829787234,0.9787234042553191,0.12056737588652482,0.19148936170212766,0.524822695035461,0.8794326241134752,0.9929078014184397,0.9929078014184397,1.0,0.9929078014184397,76.0,2.0,0.0,150
171,140,13,520,0,98,0,0,0,0,72,121,119,115,0.11428571428571428,0.9857142857142858,0.22142857142857142,0.20714285714285716,0.6142857142857143,0.95,0.9928571428571429,1.0,1.0,1.0,87.0,1.5,0.0,150
172,139,11,522,0,99,0,0,0,11,74,122,118,116,0.11510791366906475,0.9784172661870504,0.18705035971223022,0.2446043165467626,0.60431654676259,0.9928057553956835,0.9928057553956835,0.9928057553956835,1.0,1.0,84.0,5.0,0.0,150
173,141,60,555,0,65,0,0,0,6,94,153,127,98,0.09929078014184398,0.9929078014184397,0.1702127659574468,0.22695035460992907,0.6170212765957447,0.9929078014184397,0.9929078014184397,1.0,1.0,1.0,89.0,11.0,0.0,150
174,139,9,511,0,103,0,0,0,0,66,121,113,113,0.07194244604316546,0.8920863309352518,0.19424460431654678,0.26618705035971224,0.48201438848920863,0.8920863309352518,0.9928057553956835,1.0,0.9928057553956835,0.9928057553956835,87.0,5.0,0.0,150
175,141,8,546,0,139,0,0,0,0,73,142,147,147,0.09929078014184398,0.950354609929078,0.1773049645390071,0.24822695035460993,0.5106382978723404,0.9148936170212766,1.0,0.9929078014184397,1.0,1.0,50.0,4.0,0.0,150
176,141,27,510,0,82,0,0,0,0,65,125,109,92,0.10638297872340426,0.9574468085106383,0.14184397163120568,0.2127659574468085,0.5531914893617021,0.8297872340425532,0.9929078014184397,1.0,0.9929078014184397,1.0,80.0,0.0,0.0,150
177,141,16,533,0,107,0,0,0,10,89,150,141,124,0.07092198581560284,0.9716312056737588,0.11347517730496454,0.22695035460992907,0.5673758865248227,0.9929078014184397,1.0,1.0,0.9929078014184397,1.0,81.0,4.0,0.0,150
178,140,53,547,0,78,0,0,0,14,76,146,111,86,0.1357142857142857,0.9071428571428571,0.24285714285714285,0.24285714285714285,0.5857142857142857,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.9928571428571429,1.0,89.0,10.0,0.0,150
179,142,36,515,0,64,0,0,0,0,59,106,117,88,0.1056338028169014,0.9788732394366197,0.08450704225352113,0.176056338028169,0.5,0.8591549295774648,0.9929577464788732,0.9929577464788732,1.0,0.9929577464788732,88.0,4.0,0.0,150
180,210,6,530,0,84,0,0,0,0,30,92,99,84,0.047619047619047616,0.9142857142857143,0.1,0.18095238095238095,0.42857142857142855,0.7476190476190476,0.9952380952380953,1.0,0.9952380952380953,1.0,67.0,0.0,0.0,225
181,210,0,526,0,61,0,0,0,0,9,68,87,76,0.047619047619047616,1.0,0.13333333333333333,0.21428571428571427,0.41904761904761906,0.680952380952381,0.9952380952380953,0.9952380952380953,0.9952380952380953,0.9952380952380953,21.0,0.0,0.0,225
182,211,14,562,0,83,0,0,0,0,22,99,98,91,0.0947867298578199,0.933649289099526,0.13270142180094788,0.17535545023696683,0.46445497630331756,0.7156398104265402,0.995260663507109,0.995260663507109,0.995260663507109,1.0,89.0,0.0,0.0,225
183,212,6,523,0,57,0,0,0,0,4,54,67,64,0.05188679245283019,0.8820754716981132,0.10849056603773585,0.19811320754716982,0.42924528301886794,0.7169811320754716,0.9952830188679245,0.9952830188679245,1.0,0.9952830188679245,68.0,0.0,0.0,225
184,210,2,537,0,57,0,0,0,0,2,55,75,73,0.09047619047619047,0.9571428571428572,0.1523809523809524,0.18095238095238095,0.38571428571428573,0.6190476190476191,0.9952380952380953,1.0,1.0,0.9952380952380953,58.0,0.0,0.0,225
185,209,3,533,0,72,0,0,0,0,8,75,76,75,0.07177033492822966,0.9282296650717703,0.11483253588516747,0.1722488038277512,0.41148325358851673,0.6698564593301436,1.0,1.0,1.0,0.9952153110047847,18.0,0.0,0.0,225
186,212,1,544,0,79,0,0,0,0,17,67,86,80,0.06132075471698113,0.9198113207547169,0.07075471698113207,0.2169811320754717,0.42452830188679247,0.6556603773584906,0.9952830188679245,0.9952830188679245,1.0,0.9952830188679245,23.0,0.0,0.0,225
187,209,0,517,0,45,0,0,0,0,0,58,68,55,0.05741626794258373,0.9952153110047847,0.11004784688995216,0.15789473684210525,0.3253588516746411,0.5980861244019139,0.9712918660287081,0.9952153110047847,0.9952153110047847,0.9856459330143541,10.0,0.0,0.0,225
188,209,0,564,0,97,0,0,0,0,38,96,100,101,0.0861244019138756,0.9569377990430622,0.09569377990430622,0.18181818181818182,0.5023923444976076,0.7655502392344498,0.9952153110047847,0.9952153110047847,1.0,1.0,15.0,0.0,0.0,225
189,210,14,507,0,31,0,0,0,0,0,44,64,34,0.05714285714285714,0.9,0.11428571428571428,0.14761904761904762,0.37142857142857144,0.6047619047619047,0.8952380952380953,0.9952380952380953,0.9952380952380953,0.9952380952380953,87.0,0.0,0.0,225
190,210,0,523,0,69,0,0,0,0,0,52,69,70,0.05714285714285714,0.9047619047619048,0.10952380952380952,0.18095238095238095,0.4,0.6428571428571429,0.9666666666666667,0.9952380952380953,1.0,1.0,19.0,0.0,0.0,225
191,208,10,555,0,74,0,0,0,0,25,93,106,88,0.07211538461538461,0.9663461538461539,0.10096153846153846,0.13942307692307693,0.3557692307692308,0.7692307692307693,0.9951923076923077,1.0,0.9951923076923077,0.9951923076923077,84.0,0.0,0.0,225
